customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
CUST_31099,234,1,68.0,2,4,2,8,At Risk
CUST_31100,181,2,144.16,2,5,4,11,At Risk
CUST_31101,272,1,127.4,1,4,4,9,At Risk
CUST_31102,315,1,29.68,1,4,1,6,At Risk
CUST_31103,147,2,93.32,3,5,3,11,Loyal Customer
CUST_31104,313,1,144.16,1,4,4,9,At Risk
CUST_31105,47,1,83.07,5,4,3,12,Champion
CUST_31106,47,1,78.0,5,4,3,12,Champion
CUST_31107,270,2,856.8,1,5,5,11,At Risk
CUST_31108,138,1,8.84,3,4,1,8,Loyal Customer
CUST_31109,313,1,74.63,1,4,3,8,At Risk
CUST_31110,173,1,79.2,3,4,3,10,Loyal Customer
CUST_31111,36,1,47.75,5,4,1,10,Champion
CUST_31112,123,1,52.27,4,4,1,9,Champion
CUST_31113,246,1,72.08,2,4,2,8,At Risk
CUST_31114,226,1,84.0,2,4,3,9,At Risk
CUST_31115,320,1,60.34,1,4,1,6,At Risk
CUST_31116,251,1,176.0,2,4,5,11,At Risk
CUST_31117,125,1,65.72,4,4,2,10,Champion
CUST_31118,183,1,29.77,2,4,1,7,At Risk
CUST_31119,256,1,69.96,2,4,2,8,At Risk
CUST_31120,239,1,70.98,2,4,2,8,At Risk
CUST_31121,125,1,78.0,4,4,3,11,Champion
CUST_31122,320,1,28.0,1,4,1,6,At Risk
CUST_31123,280,1,86.43,1,4,3,8,At Risk
CUST_31124,286,1,43.68,1,4,1,6,At Risk
CUST_31125,207,1,84.29,2,4,3,9,At Risk
CUST_31126,205,1,28.8,2,4,1,7,At Risk
CUST_31127,83,2,358.78,4,5,5,14,Champion
CUST_31128,237,1,77.58,2,4,3,9,At Risk
CUST_31129,279,1,199.41,1,4,5,10,At Risk
CUST_31130,102,1,74.73,4,4,3,11,Champion
CUST_31131,47,1,74.0,5,4,2,11,Champion
CUST_31132,280,2,95.67,1,5,3,9,At Risk
CUST_31133,47,1,82.68,5,4,3,12,Champion
CUST_31134,199,1,28.89,2,4,1,7,At Risk
CUST_31135,202,1,198.84,2,4,5,11,At Risk
CUST_31136,125,1,62.0,4,4,2,10,Champion
CUST_31137,130,1,43.0,3,4,1,8,Loyal Customer
CUST_31138,322,1,74.38,1,4,3,8,At Risk
CUST_31139,75,1,125.78,5,4,4,13,Champion
CUST_31140,351,1,55.64,1,4,1,6,At Risk
CUST_31141,47,1,73.1,5,4,2,11,Champion
CUST_31142,125,1,23.0,4,4,1,9,Champion
CUST_31143,130,1,27.0,3,4,1,8,Loyal Customer
CUST_31144,125,1,96.25,4,4,3,11,Champion
CUST_31145,122,1,186.06,4,4,5,13,Champion
CUST_31146,47,2,156.0,5,5,4,14,Champion
CUST_31147,136,1,74.0,3,4,2,9,Loyal Customer
CUST_31148,175,1,73.61,3,4,2,9,Loyal Customer
CUST_31149,115,1,58.0,4,4,1,9,Champion
CUST_31150,189,1,44.0,2,4,1,7,At Risk
CUST_31151,153,3,176.54000000000002,3,5,5,13,Loyal Customer
CUST_31152,98,2,297.6,4,5,5,14,Champion
CUST_31153,138,1,72.02,3,4,2,9,Loyal Customer
CUST_31154,216,1,136.0,2,4,4,10,At Risk
CUST_31155,274,1,179.39,1,4,5,10,At Risk
CUST_31156,194,1,63.0,2,4,2,8,At Risk
CUST_31157,118,1,29.68,4,4,1,9,Champion
CUST_31158,137,1,123.24,3,4,4,11,Loyal Customer
CUST_31159,32,1,74.0,5,4,2,11,Champion
CUST_31160,2,2,258.03,5,5,5,15,Champion
CUST_31161,256,1,29.1,2,4,1,7,At Risk
CUST_31162,235,1,122.51,2,4,4,10,At Risk
CUST_31163,47,3,231.12,5,5,5,15,Champion
CUST_31164,309,1,120.0,1,4,4,9,At Risk
CUST_31165,201,1,72.32,2,4,2,8,At Risk
CUST_31166,208,1,55.12,2,4,1,7,At Risk
CUST_31167,152,1,88.81,3,4,3,10,Loyal Customer
CUST_31168,320,1,226.08,1,4,5,10,At Risk
CUST_31169,219,2,212.0,2,5,5,12,At Risk
CUST_31170,164,1,63.0,3,4,2,9,Loyal Customer
CUST_31171,298,1,126.5,1,4,4,9,At Risk
CUST_31172,146,1,96.46,3,4,3,10,Loyal Customer
CUST_31173,297,1,39.2,1,4,1,6,At Risk
CUST_31174,42,1,94.35,5,4,3,12,Champion
CUST_31175,129,1,58.0,3,4,1,8,Loyal Customer
CUST_31176,121,1,62.93,4,4,2,10,Champion
CUST_31177,232,1,106.0,2,4,4,10,At Risk
CUST_31178,8,1,147.34,5,4,4,13,Champion
CUST_31179,83,1,74.0,4,4,2,10,Champion
CUST_31180,160,1,52.0,3,4,1,8,Loyal Customer
CUST_31181,310,1,34.68,1,4,1,6,At Risk
CUST_31182,113,1,47.85,4,4,1,9,Champion
CUST_31183,230,1,28.0,2,4,1,7,At Risk
CUST_31184,258,1,30.17,2,4,1,7,At Risk
CUST_31185,110,1,63.08,4,4,2,10,Champion
CUST_31186,319,1,73.1,1,4,2,7,At Risk
CUST_31187,330,1,132.6,1,4,4,9,At Risk
CUST_31188,92,1,75.73,4,4,3,11,Champion
CUST_31189,211,2,290.09000000000003,2,5,5,12,At Risk
CUST_31190,4,1,63.66,5,4,2,11,Champion
CUST_31191,332,3,206.19,1,5,5,11,At Risk
CUST_31192,40,1,128.41,5,4,4,13,Champion
CUST_31193,208,2,120.0,2,5,4,11,At Risk
CUST_31194,236,1,138.29,2,4,4,10,At Risk
CUST_31195,28,1,37.02,5,4,1,10,Champion
CUST_31196,1,1,73.83,5,4,2,11,Champion
CUST_31197,126,1,115.28,4,4,4,12,Champion
CUST_31198,122,1,143.31,4,4,4,12,Champion
CUST_31199,47,1,107.56,5,4,4,13,Champion
CUST_31200,75,2,624.46,5,5,5,15,Champion
CUST_31201,75,2,255.04,5,5,5,15,Champion
CUST_31202,41,1,75.73,5,4,3,12,Champion
CUST_31203,14,6,544.8,5,5,5,15,Champion
CUST_31204,138,2,227.26999999999998,3,5,5,13,Loyal Customer
CUST_31205,75,2,148.0,5,5,4,14,Champion
CUST_31206,75,2,226.29,5,5,5,15,Champion
CUST_31207,75,1,74.0,5,4,2,11,Champion
CUST_31208,159,1,136.77,3,4,4,11,Loyal Customer
CUST_31209,140,1,96.58,3,4,3,10,Loyal Customer
CUST_31210,365,1,103.5,1,4,4,9,At Risk
CUST_31211,157,1,102.82,3,4,3,10,Loyal Customer
CUST_31212,283,1,120.0,1,4,4,9,At Risk
CUST_31213,214,1,74.63,2,4,3,9,At Risk
CUST_31214,41,1,74.0,5,4,2,11,Champion
CUST_31215,75,1,81.78,5,4,3,12,Champion
CUST_31216,75,1,74.0,5,4,2,11,Champion
CUST_31217,133,1,62.06,3,4,2,9,Loyal Customer
CUST_31218,83,1,29.48,4,4,1,9,Champion
CUST_31219,52,1,67.5,5,4,2,11,Champion
CUST_31220,4,2,118.0,5,5,4,14,Champion
CUST_31221,334,1,118.72,1,4,4,9,At Risk
CUST_31222,322,1,73.12,1,4,2,7,At Risk
CUST_31223,75,2,97.0,5,5,3,13,Champion
CUST_31224,333,1,150.69,1,4,4,9,At Risk
CUST_31225,199,1,171.28,2,4,5,11,At Risk
CUST_31226,247,1,68.0,2,4,2,8,At Risk
CUST_31227,123,1,66.0,4,4,2,10,Champion
CUST_31228,152,1,68.76,3,4,2,9,Loyal Customer
CUST_31229,118,1,29.82,4,4,1,9,Champion
CUST_31230,24,7,679.7,5,5,5,15,Champion
CUST_31231,75,1,78.44,5,4,3,12,Champion
CUST_31232,333,1,138.24,1,4,4,9,At Risk
CUST_31233,131,2,107.62,3,5,4,12,Loyal Customer
CUST_31234,173,1,5.51,3,4,1,8,Loyal Customer
CUST_31235,47,1,78.44,5,4,3,12,Champion
CUST_31236,151,1,249.3,3,4,5,12,Loyal Customer
CUST_31237,291,2,154.4,1,5,4,10,At Risk
CUST_31238,157,1,47.0,3,4,1,8,Loyal Customer
CUST_31239,75,5,550.47,5,5,5,15,Champion
CUST_31240,154,1,62.79,3,4,2,9,Loyal Customer
CUST_31241,173,1,80.13,3,4,3,10,Loyal Customer
CUST_31242,236,1,124.0,2,4,4,10,At Risk
CUST_31243,241,1,84.33,2,4,3,9,At Risk
CUST_31244,47,1,160.05,5,4,4,13,Champion
CUST_31245,18,1,30.74,5,4,1,10,Champion
CUST_31246,47,1,74.0,5,4,2,11,Champion
CUST_31247,190,2,52.71,2,5,1,8,At Risk
CUST_31248,121,3,476.6,4,5,5,14,Champion
CUST_31249,75,1,79.19,5,4,3,12,Champion
CUST_31250,47,1,66.03,5,4,2,11,Champion
CUST_31251,215,1,88.0,2,4,3,9,At Risk
CUST_31252,251,2,127.33000000000001,2,5,4,11,At Risk
CUST_31253,141,2,260.76,3,5,5,13,Loyal Customer
CUST_31254,138,4,326.66,3,5,5,13,Loyal Customer
CUST_31255,13,2,262.25,5,5,5,15,Champion
CUST_31256,118,1,43.17,4,4,1,9,Champion
CUST_31257,318,1,72.93,1,4,2,7,At Risk
CUST_31258,47,1,82.68,5,4,3,12,Champion
CUST_31259,176,1,68.0,3,4,2,9,Loyal Customer
CUST_31260,122,1,51.08,4,4,1,9,Champion
CUST_31261,125,1,58.08,4,4,1,9,Champion
CUST_31262,321,2,165.68,1,5,4,10,At Risk
CUST_31263,153,1,199.28,3,4,5,12,Loyal Customer
CUST_31264,292,2,165.24,1,5,4,10,At Risk
CUST_31265,75,4,458.0,5,5,5,15,Champion
CUST_31266,215,1,44.0,2,4,1,7,At Risk
CUST_31267,132,3,200.49,3,5,5,13,Loyal Customer
CUST_31268,115,1,146.2,4,4,4,12,Champion
CUST_31269,320,1,182.0,1,4,5,10,At Risk
CUST_31270,7,1,81.78,5,4,3,12,Champion
CUST_31271,239,1,212.43,2,4,5,11,At Risk
CUST_31272,103,1,128.0,4,4,4,12,Champion
CUST_31273,348,1,182.0,1,4,5,10,At Risk
CUST_31274,323,1,58.0,1,4,1,6,At Risk
CUST_31275,129,1,88.0,3,4,3,10,Loyal Customer
CUST_31276,60,1,79.37,5,4,3,12,Champion
CUST_31277,129,2,170.0,3,5,5,13,Loyal Customer
CUST_31278,231,1,54.8,2,4,1,7,At Risk
CUST_31279,144,2,175.31,3,5,5,13,Loyal Customer
CUST_31280,212,1,30.17,2,4,1,7,At Risk
CUST_31281,75,1,126.74,5,4,4,13,Champion
CUST_31282,10,1,81.22,5,4,3,12,Champion
CUST_31283,235,1,27.0,2,4,1,7,At Risk
CUST_31284,34,1,99.67,5,4,3,12,Champion
CUST_31285,229,1,58.57,2,4,1,7,At Risk
CUST_31286,47,4,382.0,5,5,5,15,Champion
CUST_31287,147,1,63.0,3,4,2,9,Loyal Customer
CUST_31288,136,1,52.38,3,4,1,8,Loyal Customer
CUST_31289,256,1,30.17,2,4,1,7,At Risk
CUST_31290,47,1,74.0,5,4,2,11,Champion
CUST_31291,218,1,25.25,2,4,1,7,At Risk
CUST_31292,290,1,68.0,1,4,2,7,At Risk
CUST_31293,137,1,57.05,3,4,1,8,Loyal Customer
CUST_31294,303,1,68.0,1,4,2,7,At Risk
CUST_31295,123,1,8.64,4,4,1,9,Champion
CUST_31296,159,1,67.32,3,4,2,9,Loyal Customer
CUST_31297,153,2,232.0,3,5,5,13,Loyal Customer
CUST_31298,311,1,208.77,1,4,5,10,At Risk
CUST_31299,122,1,66.81,4,4,2,10,Champion
CUST_31300,138,2,103.57,3,5,4,12,Loyal Customer
CUST_31301,29,2,180.0,5,5,5,15,Champion
CUST_31302,103,1,80.76,4,4,3,11,Champion
CUST_31303,145,1,67.48,3,4,2,9,Loyal Customer
CUST_31304,52,1,40.28,5,4,1,10,Champion
CUST_31305,228,1,150.0,2,4,4,10,At Risk
CUST_31306,136,1,114.2,3,4,4,11,Loyal Customer
CUST_31307,122,1,62.0,4,4,2,10,Champion
CUST_31308,211,1,44.0,2,4,1,7,At Risk
CUST_31309,276,1,151.9,1,4,4,9,At Risk
CUST_31310,47,1,69.96,5,4,2,11,Champion
CUST_31311,75,1,108.54,5,4,4,13,Champion
CUST_31312,187,1,68.0,2,4,2,8,At Risk
CUST_31313,180,1,332.0,2,4,5,11,At Risk
CUST_31314,145,1,136.0,3,4,4,11,Loyal Customer
CUST_31315,329,1,141.74,1,4,4,9,At Risk
CUST_31316,137,2,125.0,3,5,4,12,Loyal Customer
CUST_31317,215,1,68.0,2,4,2,8,At Risk
CUST_31318,216,2,83.0,2,5,3,10,At Risk
CUST_31319,69,1,74.0,5,4,2,11,Champion
CUST_31320,230,2,332.84000000000003,2,5,5,12,At Risk
CUST_31321,256,1,67.41,2,4,2,8,At Risk
CUST_31322,138,2,108.2,3,5,4,12,Loyal Customer
CUST_31323,174,8,759.2,3,5,5,13,Loyal Customer
CUST_31324,222,1,120.74,2,4,4,10,At Risk
CUST_31325,92,1,62.06,4,4,2,10,Champion
CUST_31326,75,4,289.29,5,5,5,15,Champion
CUST_31327,301,1,132.8,1,4,4,9,At Risk
CUST_31328,317,1,29.82,1,4,1,6,At Risk
CUST_31329,365,1,88.0,1,4,3,8,At Risk
CUST_31330,123,2,294.0,4,5,5,14,Champion
CUST_31331,257,1,62.06,2,4,2,8,At Risk
CUST_31332,245,1,72.08,2,4,2,8,At Risk
CUST_31333,75,1,136.78,5,4,4,13,Champion
CUST_31334,319,1,68.0,1,4,2,7,At Risk
CUST_31335,138,1,32.93,3,4,1,8,Loyal Customer
CUST_31336,47,1,77.38,5,4,3,12,Champion
CUST_31337,187,1,68.0,2,4,2,8,At Risk
CUST_31338,270,1,104.6,1,4,4,9,At Risk
CUST_31339,160,1,63.0,3,4,2,9,Loyal Customer
CUST_31340,187,1,192.79,2,4,5,11,At Risk
CUST_31341,334,1,29.96,1,4,1,6,At Risk
CUST_31342,226,2,96.0,2,5,3,10,At Risk
CUST_31343,257,1,47.52,2,4,1,7,At Risk
CUST_31344,226,1,185.97,2,4,5,11,At Risk
CUST_31345,161,1,118.0,3,4,4,11,Loyal Customer
CUST_31346,176,1,29.89,3,4,1,8,Loyal Customer
CUST_31347,10,1,28.0,5,4,1,10,Champion
CUST_31348,213,1,42.24,2,4,1,7,At Risk
CUST_31349,297,1,110.34,1,4,4,9,At Risk
CUST_31350,126,1,133.0,4,4,4,12,Champion
CUST_31351,182,2,252.28,2,5,5,12,At Risk
CUST_31352,149,1,216.92,3,4,5,12,Loyal Customer
CUST_31353,287,1,30.63,1,4,1,6,At Risk
CUST_31354,294,1,30.63,1,4,1,6,At Risk
CUST_31355,299,1,23.97,1,4,1,6,At Risk
CUST_31356,103,1,108.79,4,4,4,12,Champion
CUST_31357,215,1,44.0,2,4,1,7,At Risk
CUST_31358,138,1,168.0,3,4,4,11,Loyal Customer
CUST_31359,319,1,201.97,1,4,5,10,At Risk
CUST_31360,313,1,67.35,1,4,2,7,At Risk
CUST_31361,243,1,89.04,2,4,3,9,At Risk
CUST_31362,183,1,68.0,2,4,2,8,At Risk
CUST_31363,47,1,78.0,5,4,3,12,Champion
CUST_31364,133,1,8.53,3,4,1,8,Loyal Customer
CUST_31365,38,1,158.38,5,4,4,13,Champion
CUST_31366,219,1,52.0,2,4,1,7,At Risk
CUST_31367,124,1,23.54,4,4,1,9,Champion
CUST_31368,350,2,234.89999999999998,1,5,5,11,At Risk
CUST_31369,127,1,44.94,3,4,1,8,Loyal Customer
CUST_31370,75,1,74.0,5,4,2,11,Champion
CUST_31371,103,2,370.0,4,5,5,14,Champion
CUST_31372,206,2,221.10000000000002,2,5,5,12,At Risk
CUST_31373,232,3,262.0,2,5,5,12,At Risk
CUST_31374,153,2,514.56,3,5,5,13,Loyal Customer
CUST_31375,75,2,148.0,5,5,4,14,Champion
CUST_31376,238,1,73.27,2,4,2,8,At Risk
CUST_31377,47,2,155.38,5,5,4,14,Champion
CUST_31378,138,2,123.0,3,5,4,12,Loyal Customer
CUST_31379,185,1,96.0,2,4,3,9,At Risk
CUST_31380,159,1,72.08,3,4,2,9,Loyal Customer
CUST_31381,138,1,182.7,3,4,5,12,Loyal Customer
CUST_31382,33,1,148.0,5,4,4,13,Champion
CUST_31383,103,1,28.0,4,4,1,9,Champion
CUST_31384,238,1,156.02,2,4,4,10,At Risk
CUST_31385,75,1,81.59,5,4,3,12,Champion
CUST_31386,294,1,136.0,1,4,4,9,At Risk
CUST_31387,21,1,67.0,5,4,2,11,Champion
CUST_31388,189,1,67.89,2,4,2,8,At Risk
CUST_31389,272,1,20.97,1,4,1,6,At Risk
CUST_31390,218,1,30.17,2,4,1,7,At Risk
CUST_31391,169,1,70.52,3,4,2,9,Loyal Customer
CUST_31392,69,9,875.54,5,5,5,15,Champion
CUST_31393,69,3,135.2,5,5,4,14,Champion
CUST_31394,13,1,71.27,5,4,2,11,Champion
CUST_31395,75,5,774.22,5,5,5,15,Champion
CUST_31396,252,2,122.4,2,5,4,11,At Risk
CUST_31397,124,1,135.06,4,4,4,12,Champion
CUST_31398,125,1,179.39,4,4,5,13,Champion
CUST_31399,27,2,153.37,5,5,4,14,Champion
CUST_31400,309,1,81.61,1,4,3,8,At Risk
CUST_31401,221,1,94.04,2,4,3,9,At Risk
CUST_31402,25,1,135.0,5,4,4,13,Champion
CUST_31403,85,1,128.0,4,4,4,12,Champion
CUST_31404,75,4,843.9,5,5,5,15,Champion
CUST_31405,297,1,50.46,1,4,1,6,At Risk
CUST_31406,75,3,242.28000000000003,5,5,5,15,Champion
CUST_31407,48,2,495.03000000000003,5,5,5,15,Champion
CUST_31408,49,1,80.1,5,4,3,12,Champion
CUST_31409,228,1,58.0,2,4,1,7,At Risk
CUST_31410,103,2,277.44,4,5,5,14,Champion
CUST_31411,298,1,155.34,1,4,4,9,At Risk
CUST_31412,75,1,80.48,5,4,3,12,Champion
CUST_31413,123,2,40.66,4,5,1,10,Champion
CUST_31414,296,1,186.56,1,4,5,10,At Risk
CUST_31415,147,2,272.0,3,5,5,13,Loyal Customer
CUST_31416,162,1,47.0,3,4,1,8,Loyal Customer
CUST_31417,17,1,74.0,5,4,2,11,Champion
CUST_31418,72,2,258.82,5,5,5,15,Champion
CUST_31419,184,2,409.66999999999996,2,5,5,12,At Risk
CUST_31420,60,1,29.0,5,4,1,10,Champion
CUST_31421,137,1,68.36,3,4,2,9,Loyal Customer
CUST_31422,278,1,24.79,1,4,1,6,At Risk
CUST_31423,298,2,325.88,1,5,5,11,At Risk
CUST_31424,135,2,182.0,3,5,5,13,Loyal Customer
CUST_31425,353,1,79.74,1,4,3,8,At Risk
CUST_31426,64,1,74.0,5,4,2,11,Champion
CUST_31427,226,1,32.0,2,4,1,7,At Risk
CUST_31428,47,1,78.0,5,4,3,12,Champion
CUST_31429,334,1,69.62,1,4,2,7,At Risk
CUST_31430,75,1,73.14,5,4,2,11,Champion
CUST_31431,47,2,161.88,5,5,4,14,Champion
CUST_31432,130,1,39.51,3,4,1,8,Loyal Customer
CUST_31433,149,1,79.2,3,4,3,10,Loyal Customer
CUST_31434,251,1,82.0,2,4,3,9,At Risk
CUST_31435,141,1,55.64,3,4,1,8,Loyal Customer
CUST_31436,38,1,79.92,5,4,3,12,Champion
CUST_31437,365,1,30.66,1,4,1,6,At Risk
CUST_31438,320,1,28.0,1,4,1,6,At Risk
CUST_31439,357,1,149.26,1,4,4,9,At Risk
CUST_31440,125,1,22.0,4,4,1,9,Champion
CUST_31441,101,1,75.73,4,4,3,11,Champion
CUST_31442,117,1,142.52,4,4,4,12,Champion
CUST_31443,201,1,72.42,2,4,2,8,At Risk
CUST_31444,138,1,114.2,3,4,4,11,Loyal Customer
CUST_31445,316,1,74.21,1,4,3,8,At Risk
CUST_31446,319,1,29.82,1,4,1,6,At Risk
CUST_31447,334,1,132.68,1,4,4,9,At Risk
CUST_31448,142,1,49.28,3,4,1,8,Loyal Customer
CUST_31449,122,1,97.59,4,4,3,11,Champion
CUST_31450,29,1,28.0,5,4,1,10,Champion
CUST_31451,224,1,28.0,2,4,1,7,At Risk
CUST_31452,47,2,92.02,5,5,3,13,Champion
CUST_31453,278,1,140.0,1,4,4,9,At Risk
CUST_31454,75,1,81.62,5,4,3,12,Champion
CUST_31455,130,1,62.0,3,4,2,9,Loyal Customer
CUST_31456,31,1,66.6,5,4,2,11,Champion
CUST_31457,103,1,81.62,4,4,3,11,Champion
CUST_31458,318,1,68.0,1,4,2,7,At Risk
CUST_31459,214,1,199.29,2,4,5,11,At Risk
CUST_31460,363,1,73.3,1,4,2,7,At Risk
CUST_31461,333,1,28.29,1,4,1,6,At Risk
CUST_31462,34,1,148.0,5,4,4,13,Champion
CUST_31463,146,1,72.08,3,4,2,9,Loyal Customer
CUST_31464,138,13,1009.51,3,5,5,13,Loyal Customer
CUST_31465,298,1,47.6,1,4,1,6,At Risk
CUST_31466,47,2,172.38,5,5,5,15,Champion
CUST_31467,66,1,30.59,5,4,1,10,Champion
CUST_31468,135,1,96.0,3,4,3,10,Loyal Customer
CUST_31469,103,1,79.93,4,4,3,11,Champion
CUST_31470,131,1,88.0,3,4,3,10,Loyal Customer
CUST_31471,138,2,208.0,3,5,5,13,Loyal Customer
CUST_31472,124,1,8.48,4,4,1,9,Champion
CUST_31473,178,1,34.8,2,4,1,7,At Risk
CUST_31474,319,1,70.95,1,4,2,7,At Risk
CUST_31475,125,1,62.0,4,4,2,10,Champion
CUST_31476,196,1,322.0,2,4,5,11,At Risk
CUST_31477,75,2,216.0,5,5,5,15,Champion
CUST_31478,240,1,68.0,2,4,2,8,At Risk
CUST_31479,257,2,112.28999999999999,2,5,4,11,At Risk
CUST_31480,205,1,66.0,2,4,2,8,At Risk
CUST_31481,299,2,167.6,1,5,4,10,At Risk
CUST_31482,47,2,156.0,5,5,4,14,Champion
CUST_31483,298,1,86.8,1,4,3,8,At Risk
CUST_31484,98,2,112.28,4,5,4,13,Champion
CUST_31485,27,1,78.44,5,4,3,12,Champion
CUST_31486,230,1,75.04,2,4,3,9,At Risk
CUST_31487,142,1,23.49,3,4,1,8,Loyal Customer
CUST_31488,103,2,202.74,4,5,5,14,Champion
CUST_31489,246,1,64.87,2,4,2,8,At Risk
CUST_31490,172,1,52.0,3,4,1,8,Loyal Customer
CUST_31491,123,1,179.99,4,4,5,13,Champion
CUST_31492,75,1,74.0,5,4,2,11,Champion
CUST_31493,258,1,188.32,2,4,5,11,At Risk
CUST_31494,126,1,58.0,4,4,1,9,Champion
CUST_31495,47,5,563.11,5,5,5,15,Champion
CUST_31496,197,1,28.8,2,4,1,7,At Risk
CUST_31497,274,1,28.0,1,4,1,6,At Risk
CUST_31498,155,1,71.12,3,4,2,9,Loyal Customer
CUST_31499,272,1,25.35,1,4,1,6,At Risk
CUST_31500,6,1,98.0,5,4,3,12,Champion
CUST_31501,284,1,82.56,1,4,3,8,At Risk
CUST_31502,47,4,339.5,5,5,5,15,Champion
CUST_31503,10,6,427.0,5,5,5,15,Champion
CUST_31504,215,1,131.94,2,4,4,10,At Risk
CUST_31505,318,1,163.62,1,4,4,9,At Risk
CUST_31506,305,1,28.89,1,4,1,6,At Risk
CUST_31507,228,1,134.0,2,4,4,10,At Risk
CUST_31508,122,1,155.42,4,4,4,12,Champion
CUST_31509,169,2,135.76999999999998,3,5,4,12,Loyal Customer
CUST_31510,86,2,146.0,4,5,4,13,Champion
CUST_31511,75,5,351.2,5,5,5,15,Champion
CUST_31512,74,1,29.96,5,4,1,10,Champion
CUST_31513,222,1,68.0,2,4,2,8,At Risk
CUST_31514,66,4,252.14999999999998,5,5,5,15,Champion
CUST_31515,272,1,84.0,1,4,3,8,At Risk
CUST_31516,103,3,396.0,4,5,5,14,Champion
CUST_31517,103,1,56.0,4,4,1,9,Champion
CUST_31518,267,3,124.0,1,5,4,10,At Risk
CUST_31519,135,1,44.53,3,4,1,8,Loyal Customer
CUST_31520,129,1,67.43,3,4,2,9,Loyal Customer
CUST_31521,126,1,66.35,4,4,2,10,Champion
CUST_31522,314,1,136.0,1,4,4,9,At Risk
CUST_31523,103,1,62.5,4,4,2,10,Champion
CUST_31524,121,1,46.0,4,4,1,9,Champion
CUST_31525,47,3,346.0,5,5,5,15,Champion
CUST_31526,129,1,144.0,3,4,4,11,Loyal Customer
CUST_31527,138,3,369.67,3,5,5,13,Loyal Customer
CUST_31528,352,1,124.0,1,4,4,9,At Risk
CUST_31529,188,1,25.2,2,4,1,7,At Risk
CUST_31530,113,1,124.84,4,4,4,12,Champion
CUST_31531,137,4,216.6,3,5,5,13,Loyal Customer
CUST_31532,138,5,743.24,3,5,5,13,Loyal Customer
CUST_31533,98,2,77.88,4,5,3,12,Champion
CUST_31534,190,1,187.68,2,4,5,11,At Risk
CUST_31535,129,1,56.0,3,4,1,8,Loyal Customer
CUST_31536,195,1,23.0,2,4,1,7,At Risk
CUST_31537,57,1,139.52,5,4,4,13,Champion
CUST_31538,170,1,44.0,3,4,1,8,Loyal Customer
CUST_31539,281,1,29.68,1,4,1,6,At Risk
CUST_31540,135,1,180.18,3,4,5,12,Loyal Customer
CUST_31541,47,1,84.83,5,4,3,12,Champion
CUST_31542,135,1,52.2,3,4,1,8,Loyal Customer
CUST_31543,134,4,738.1800000000001,3,5,5,13,Loyal Customer
CUST_31544,40,1,24.38,5,4,1,10,Champion
CUST_31545,138,1,62.06,3,4,2,9,Loyal Customer
CUST_31546,310,1,63.0,1,4,2,7,At Risk
CUST_31547,249,1,100.0,2,4,3,9,At Risk
CUST_31548,138,1,71.36,3,4,2,9,Loyal Customer
CUST_31549,75,1,91.5,5,4,3,12,Champion
CUST_31550,171,2,73.53,3,5,2,10,Loyal Customer
CUST_31551,103,3,261.0,4,5,5,14,Champion
CUST_31552,276,1,73.27,1,4,2,7,At Risk
CUST_31553,187,3,139.0,2,5,4,11,At Risk
CUST_31554,311,1,189.38,1,4,5,10,At Risk
CUST_31555,103,2,241.44,4,5,5,14,Champion
CUST_31556,330,1,32.0,1,4,1,6,At Risk
CUST_31557,253,1,61.2,2,4,2,8,At Risk
CUST_31558,281,1,205.2,1,4,5,10,At Risk
CUST_31559,135,1,61.92,3,4,2,9,Loyal Customer
CUST_31560,150,2,123.4,3,5,4,12,Loyal Customer
CUST_31561,314,1,148.76,1,4,4,9,At Risk
CUST_31562,215,2,151.6,2,5,4,11,At Risk
CUST_31563,235,1,34.56,2,4,1,7,At Risk
CUST_31564,130,1,27.0,3,4,1,8,Loyal Customer
CUST_31565,249,1,67.57,2,4,2,8,At Risk
CUST_31566,236,1,68.0,2,4,2,8,At Risk
CUST_31567,255,1,34.48,2,4,1,7,At Risk
CUST_31568,337,1,32.0,1,4,1,6,At Risk
CUST_31569,36,1,69.0,5,4,2,11,Champion
CUST_31570,75,1,99.89,5,4,3,12,Champion
CUST_31571,132,1,48.62,3,4,1,8,Loyal Customer
CUST_31572,75,3,216.0,5,5,5,15,Champion
CUST_31573,42,4,449.44999999999993,5,5,5,15,Champion
CUST_31574,281,1,56.0,1,4,1,6,At Risk
CUST_31575,13,1,107.56,5,4,4,13,Champion
CUST_31576,75,5,302.0,5,5,5,15,Champion
CUST_31577,107,1,75.9,4,4,3,11,Champion
CUST_31578,173,1,46.64,3,4,1,8,Loyal Customer
CUST_31579,120,1,72.0,4,4,2,10,Champion
CUST_31580,125,1,84.0,4,4,3,11,Champion
CUST_31581,138,1,96.58,3,4,3,10,Loyal Customer
CUST_31582,326,1,136.0,1,4,4,9,At Risk
CUST_31583,122,1,89.88,4,4,3,11,Champion
CUST_31584,313,1,182.0,1,4,5,10,At Risk
CUST_31585,130,2,74.56,3,5,3,11,Loyal Customer
CUST_31586,109,2,56.0,4,5,1,10,Champion
CUST_31587,161,1,68.0,3,4,2,9,Loyal Customer
CUST_31588,199,1,48.67,2,4,1,7,At Risk
CUST_31589,243,1,176.0,2,4,5,11,At Risk
CUST_31590,245,1,28.0,2,4,1,7,At Risk
